state,county,latitude,longitude,fips,total_population_20,incarcerated_20,percent_incarcerated_20,total_population_10,incarcerated_10,percent_incarcerated_10,total_population_00,incarcerated_00,percent_incarcerated_00
NC,Lee County,26.6630286,-81.9534815,37105,63285,416,0.6573437623,57866,395,0.6826115508,49040,340,0.6933115824
NC,Lenoir County,35.2326725,-77.6077865,37107,55122,94,0.1705308225,59495,114,0.1916127406,59648,111,0.1860917382
NC,Lincoln County,35.4637028,-81.2078164,37109,86810,218,0.2511231425,78265,191,0.2440426755,63780,241,0.3778613986
NC,McDowell County,35.6984405,-82.0842901,37111,44578,944,2.117636502,44996,899,1.997955374,42151,851,2.018931935
NC,Macon County,35.1197519,-83.336188,37113,37014,78,0.2107310747,33922,0,0,29811,39,0.1308241924
NC,Madison County,38.9041402,-89.9253233,37115,21193,0,0,20764,31,0.1492968599,19635,12,0.06111535523
NC,Martin County,27.0804935,-80.4103957,37117,22031,0,0,24505,0,0,25593,0,0
NC,Mecklenburg County,35.2632655,-80.8543847,37119,1115482,1584,0.1420013949,919628,2333,0.2536895353,695454,2157,0.310157106
NC,Mitchell County,36.0277763,-82.1496049,37121,14903,0,0,15579,0,0,15687,10,0.0637470517
NC,Montgomery County,39.1547426,-77.2405153,37123,25751,386,1.498970914,27798,855,3.075760846,26822,789,2.941615092
NC,Moore County,35.3674493,-79.4703885,37125,99727,0,0,88247,0,0,74769,117,0.1564819645
NC,Nash County,35.9597948,-77.973865,37127,94970,770,0.8107823523,95840,947,0.9881051753,87420,754,0.8625028598
NC,New Hanover County,34.2154913,-77.8824596,37129,225702,597,0.2645080682,202667,914,0.4509861004,160307,712,0.4441477914
NC,Northampton County,40.7749283,-75.294569,37131,17471,21,0.1201991872,22099,521,2.357572741,22086,547,2.476682061
NC,Onslow County,34.6540094,-77.4701972,37133,204576,237,0.1158493665,177772,371,0.2086942826,150355,152,0.1010940774
NC,Orange County,33.7174708,-117.8311428,37135,148696,307,0.2064615054,133801,365,0.2727931779,118227,283,0.2393700255
NC,Pamlico County,35.1337865,-76.6874701,37137,12276,633,5.156402737,13144,619,4.709373098,12934,526,4.06680068
NC,Pasquotank County,36.2927068,-76.317414,37139,40568,1018,2.509366989,40661,1038,2.552814736,34897,929,2.662119953
NC,Pender County,34.5170729,-77.8367282,37141,60203,742,1.232496719,52217,813,1.556964207,41082,778,1.893773429
NC,Perquimans County,36.1329763,-76.4100267,37143,13005,0,0,13453,0,0,11368,0,0
NC,Person County,36.3528221,-78.9288242,37145,39097,44,0.1125406041,39464,74,0.1875126698,35623,83,0.2329955366
NC,Pitt County,35.5589221,-77.4242972,37147,170243,357,0.209700252,168148,431,0.2563218117,133798,295,0.2204816215
NC,Polk County,27.8617347,-81.6911559,37149,19328,52,0.2690397351,20510,14,0.06825938567,18324,13,0.07094520847
NC,Randolph County,35.7449531,-79.8296743,37151,144171,448,0.3107421049,141752,417,0.2941757436,130454,264,0.2023701841
NC,Richmond County,33.3205339,-82.0842901,37153,42946,716,1.667209985,46639,820,1.75818521,46564,775,1.664375913
NC,Robeson County,34.6383858,-79.1096901,37155,116530,1060,0.9096370033,134168,1495,1.114274641,123339,1355,1.098598173
NC,Rockingham County,36.4335041,-79.8296743,37157,91096,173,0.189909546,93643,134,0.1430966543,91928,130,0.1414150205
NC,Rowan County,35.6303455,-80.543845,37159,146875,1174,0.7993191489,138428,1248,0.9015517092,130340,1123,0.8615927574
NC,Rutherford County,35.7724263,-86.3376761,37161,64444,458,0.7106945565,67810,398,0.5869340805,62899,357,0.567576591
NC,Sampson County,34.9197548,-78.3842227,37163,59036,582,0.985839149,63431,509,0.8024467532,60161,510,0.8477252705
NC,Scotland County,34.8451203,-79.4703885,37165,34174,2613,7.64616375,36157,1085,3.000802058,35998,108,0.3000166676
NC,Stanly County,35.3014554,-80.2321313,37167,62504,943,1.508703443,60585,660,1.089378559,58100,703,1.209982788
NC,Stokes County,36.4244396,-80.2321313,37169,44520,103,0.2313566936,47401,79,0.1666631506,44711,33,0.07380734048
NC,Surry County,36.3743453,-80.6770787,37171,71359,150,0.2102047394,73673,126,0.1710260204,71219,79,0.1109254553
NC,Swain County,35.4328955,-83.4643551,37173,14117,112,0.7933696961,13981,0,0,12968,38,0.2930289944
NC,Transylvania County,35.2190534,-82.7778579,37175,32986,13,0.03941065907,33090,60,0.1813236627,29334,19,0.0647712552
NC,Tyrrell County,35.8925537,-76.1783739,37177,3245,0,0,4407,626,14.20467438,4149,427,10.29163654
NC,Union County,34.9338651,-80.543845,37179,238267,204,0.08561823501,201292,239,0.1187329849,123677,282,0.2280132927
NC,Vance County,36.3479057,-78.4297187,37181,42578,116,0.2724411668,45422,121,0.2663907358,42954,67,0.1559808167
NC,Wake County,35.8031909,-78.5660852,37183,1129410,4032,0.3570005578,900993,3582,0.3975613573,627846,3204,0.510316224
NC,Warren County,39.4241422,-84.1857115,37185,18642,654,3.508207274,20972,917,4.372496662,19972,598,2.994191869
NC,Washington County,44.8896877,-92.8577105,37187,11003,18,0.1635917477,13228,0,0,13723,25,0.1821759091
NC,Watauga County,36.1941825,-81.734942,37189,54086,59,0.1090855305,51079,54,0.1057185928,42695,22,0.051528282
NC,Wayne County,42.2790746,-83.336188,37191,117333,1388,1.182957906,122623,1123,0.9158151407,113329,1697,1.497410195
NC,Wilkes County,36.202858,-81.2518833,37193,65969,416,0.6305992208,69340,318,0.4586097491,65632,314,0.4784251585
NC,Wilson County,29.2683783,-98.0465185,37195,78784,154,0.1954711617,81234,176,0.2166580496,73814,200,0.27095131
NC,Yadkin County,36.2023597,-80.6770787,37197,37214,83,0.2230343419,38406,45,0.1171691923,36348,20,0.05502366017
NC,Yancey County,35.888897,-82.345189,37199,18470,37,0.2003248511,17818,33,0.1852059715,17774,9,0.0506357601
DE,Kent County,43.0097027,-85.520024,10001,181851,111,0.06103898246,162310,202,0.1244532068,126697,125,0.09866058391
DE,New Castle County,39.5392979,-75.667356,10003,570719,3390,0.5939875841,538479,4737,0.879700044,500265,4312,0.8619431701
DE,Sussex County,38.6530841,-75.4344727,10005,237378,1300,0.5476497401,197145,1518,0.7699916305,156638,1528,0.9754976442
TX,Anderson County,34.5528328,-82.6483442,48001,57922,13344,23.03787853,58458,13163,22.51702077,55109,14038,25.47315321
TX,Andrews County,32.342627,-102.7135121,48003,18610,0,0,14786,0,0,13004,20,0.1537988311
TX,Angelina County,31.2704698,-94.645035,48005,86395,1104,1.277851728,86771,1377,1.586935727,80130,1144,1.42768002
TX,Aransas County,28.0761262,-96.9638624,48007,23830,197,0.8266890474,23158,192,0.8290871405,22497,55,0.2444770414
TX,Archer County,33.5761511,-98.7481167,48009,8560,26,0.3037383178,9054,10,0.1104484206,8854,8,0.09035464197
TX,Armstrong County,40.8790518,-79.4703885,48011,1848,3,0.1623376623,1901,0,0,2148,6,0.2793296089
TX,Atascosa County,28.8661281,-98.5721016,48013,48981,0,0,44911,0,0,38628,142,0.3676089883
TX,Austin County,29.8711291,-96.2800864,48015,30167,40,0.1325952199,28417,26,0.09149452792,23590,40,0.1695633743
TX,Bailey County,34.0913057,-102.8975098,48017,6904,78,1.129779838,7165,56,0.781577111,6594,16,0.2426448286
TX,Bandera County,29.7404135,-99.2785583,48019,20851,62,0.297347849,20485,72,0.3514766903,17645,10,0.05667327855
TX,Bastrop County,30.0458708,-97.3516558,48021,97216,1647,1.694165569,74171,1792,2.416038613,57733,1610,2.788699704
TX,Baylor County,33.5373926,-99.2785583,48023,3465,0,0,3726,0,0,4093,0,0
TX,Bee County,28.3624206,-97.6982272,48025,31047,7242,23.32592521,31861,7196,22.58560623,32359,7181,22.19166229
TX,Bell County,31.134411,-97.5247243,48027,370647,971,0.2619743314,310235,743,0.239495866,237974,677,0.2844848597
TX,Bexar County,29.4200763,-98.5721016,48029,2009324,5919,0.2945766835,1714773,7286,0.42489589,1392931,6414,0.4604678911
TX,Blanco County,30.3500511,-98.3964938,48031,11374,16,0.1406717074,10497,2,0.01905306278,8418,4,0.04751722499
TX,Borden County,32.8233108,-101.4339148,48033,631,0,0,641,0,0,729,0,0
TX,Bosque County,31.8507607,-97.6982272,48035,18235,16,0.0877433507,18212,31,0.1702174391,17204,30,0.1743780516
TX,Bowie County,33.4473287,-94.479976,48037,92893,4733,5.095109427,92565,5329,5.757035597,89306,5493,6.150762547
TX,Brazoria County,29.2131857,-95.4777811,48039,372031,8816,2.369694999,313166,9281,2.963603967,241767,9547,3.948843308
TX,Brazos County,30.6504141,-96.3226072,48041,233849,2415,1.032717694,194851,2426,1.245053913,152415,1823,1.196076502
TX,Brewster County,29.6629938,-103.3587288,48043,9546,25,0.2618897968,9232,36,0.3899480069,8866,40,0.4511617415
TX,Briscoe County,34.526178,-101.1617356,48045,1435,0,0,1637,0,0,1790,0,0
TX,Brooks County,27.0273057,-98.2212979,48047,7076,412,5.822498587,7223,16,0.2215146061,7976,9,0.1128385155
TX,Brown County,44.4561674,-87.9334803,48049,38095,572,1.501509384,38106,421,1.10481289,37674,578,1.534214578
TX,Burleson County,30.4500257,-96.663812,48051,17642,33,0.187053622,17187,38,0.221097341,16470,37,0.2246508804
TX,Burnet County,30.7270349,-98.2212979,48053,49130,680,1.384083045,42750,824,1.92748538,34147,522,1.528684804
TX,Caldwell County,29.8849106,-97.6699144,48055,45883,1172,2.554322952,38066,1175,3.086744076,32194,1142,3.547244828
TX,Calhoun County,42.2073905,-85.023346,48057,20106,60,0.2984183826,21381,48,0.2244983864,20647,35,0.1695161525
TX,Callahan County,32.2728116,-99.456155,48059,13708,13,0.09483513277,13544,5,0.03691671589,12905,10,0.07748934522
TX,Cameron County,26.1284971,-97.5247243,48061,421017,2033,0.4828783636,406220,994,0.2446949929,335227,1260,0.3758647126
TX,Camp County,32.9567043,-94.9974461,48063,12464,0,0,12401,0,0,11549,24,0.2078102
TX,Carson County,35.4578717,-101.4339148,48065,5807,18,0.309970725,6182,6,0.09705596894,6516,18,0.2762430939
TX,Cass County,47.2144536,-94.2309171,48067,28454,50,0.1757222183,30464,82,0.2691701681,30438,71,0.2332610553
TX,Castro County,34.4985047,-102.3463875,48069,7371,30,0.407000407,8062,14,0.1736541801,8285,11,0.1327700664
TX,Chambers County,29.7524956,-94.6863782,48071,46571,92,0.1975478302,35096,129,0.3675632551,26031,105,0.4033652184
TX,Cherokee County,34.2514526,-84.4802606,48073,50412,1554,3.082599381,50845,1571,3.089782673,46659,1461,3.131228702
TX,Childress County,34.5257527,-100.1703257,48075,6664,1192,17.88715486,7041,1360,19.31543815,7688,1668,21.69614984
TX,Clay County,29.9943564,-81.7787021,48077,10218,16,0.1565864161,10752,25,0.232514881,11006,25,0.2271488279
TX,Cochran County,33.5643803,-102.8975098,48079,2547,14,0.549666274,3127,4,0.1279181324,3730,4,0.1072386059
TX,Coke County,31.8277663,-100.5296115,48081,3285,0,0,3320,0,0,3864,0,0
TX,Coleman County,31.7320219,-99.456155,48083,7684,0,0,8895,0,0,9235,11,0.1191120736
TX,Collin County,33.1795213,-96.4929797,48085,1064465,900,0.08454951548,782341,1061,0.1356186113,491675,712,0.1448111049
TX,Collingsworth County,35.0351623,-100.3497895,48087,2652,14,0.5279034691,3057,7,0.2289826627,3206,8,0.2495321273
TX,Colorado County,29.5378648,-96.4929797,48089,20557,140,0.6810332247,20874,61,0.2922295679,20390,89,0.4364884747
TX,Comal County,29.8105572,-98.2212979,48091,161501,225,0.1393180228,108472,279,0.2572092337,78021,261,0.3345253201
TX,Comanche County,34.6612778,-98.3964938,48093,13594,42,0.3089598352,13974,23,0.164591384,14026,105,0.7486097248
TX,Concho County,31.3431641,-99.8124935,48095,3303,1012,30.6388132,4087,1556,38.0719354,3966,1299,32.75340393
TX,Cooke County,33.6672185,-97.3516558,48097,41668,138,0.3311894019,38437,0,0,36363,58,0.1595027913
TX,Coryell County,31.4774358,-97.87216,48099,83093,7590,9.134343446,75388,8166,10.83196265,74978,8950,11.9368348
TX,Cottle County,34.159117,-100.3497895,48101,1380,0,0,1505,0,0,1904,0,0
TX,Crane County,31.4654966,-102.5298028,48103,4675,14,0.2994652406,4375,20,0.4571428571,3996,10,0.2502502503
TX,Crockett County,30.5977955,-101.1617356,48105,3098,12,0.3873466753,3719,0,0,4099,12,0.2927543303
TX,Crosby County,33.5500004,-101.2523792,48107,5133,14,0.2727449834,6059,8,0.1320349893,7072,9,0.1272624434
TX,Culberson County,31.347767,-104.4723301,48109,2188,9,0.4113345521,2398,10,0.4170141785,2975,3,0.1008403361
TX,Dallam County,36.20745,-102.5298028,48111,7115,23,0.3232607168,6703,38,0.5669103387,6222,12,0.1928640309
TX,Dallas County,32.8024682,-96.8350999,48113,2613539,8935,0.3418736051,2368139,13170,0.5561328959,2218899,12456,0.561359485
TX,Dawson County,34.412912,-84.1435136,48115,12456,1523,12.22703918,13833,2060,14.89192511,14985,2188,14.60126793
TX,Deaf Smith County,35.0017354,-102.5298028,48117,18583,64,0.3444007964,19372,79,0.4078050795,18561,90,0.4848876677
TX,Delta County,38.8531357,-107.763621,48119,5230,0,0,5231,0,0,5327,16,0.3003566735
TX,Denton County,33.1418611,-97.179026,48121,906422,529,0.05836133721,662614,1179,0.1779316465,432976,828,0.1912346181
TX,DeWitt County,29.1235194,-97.3516558,48123,19824,1264,6.376109766,20097,1394,6.93635866,20013,1351,6.750612102
TX,Dickens County,33.5985109,-100.7097867,48125,1770,2,0.1129943503,2444,315,12.88870704,2762,477,17.27009413
TX,Dimmit County,28.4116514,-99.8124935,48127,8615,128,1.485780615,9996,29,0.2901160464,10248,10,0.09758001561
TX,Donley County,34.9875355,-100.8903099,48129,3258,5,0.1534683855,3677,9,0.2447647539,3828,6,0.1567398119
TX,Duval County,30.3500511,-81.6035062,48131,9831,588,5.981080256,11782,514,4.362586997,13120,514,3.917682927
TX,Eastland County,32.3240465,-98.7481167,48133,17725,34,0.191819464,18583,51,0.2744443847,18297,17,0.09291140624
TX,Ector County,31.8246483,-102.5298028,48135,165171,782,0.4734487289,137130,806,0.5877634362,121123,911,0.7521280021
TX,Edwards County,29.9282955,-100.439656,48137,1422,16,1.125175809,2002,5,0.2497502498,2162,27,1.248843663
TX,Ellis County,32.2619765,-96.8350999,48139,192455,275,0.1428905458,149610,306,0.2045317826,111360,260,0.2334770115
TX,El Paso County,31.8039824,-106.2051484,48141,865657,5136,0.5933065868,800647,6503,0.8122181186,679622,6220,0.915214634
TX,Erath County,32.1793404,-98.2212979,48143,42545,58,0.1363262428,37890,48,0.126682502,33001,57,0.1727220387
TX,Falls County,31.1636412,-97.0068393,48145,16968,1959,11.54526167,17866,1921,10.75226688,18576,1325,7.132859604
TX,Fannin County,33.5544296,-96.1526985,48147,35662,2533,7.102798497,33915,2376,7.005749668,31242,2649,8.478970616
TX,Fayette County,33.4502206,-84.4802606,48149,24435,12,0.04910988336,24554,20,0.08145312373,21804,24,0.1100715465
TX,Fisher County,32.7398733,-100.3497895,48151,3672,0,0,3974,10,0.2516356316,4344,11,0.2532228361
TX,Floyd County,38.2869276,-85.8895551,48153,5402,0,0,6446,0,0,7771,11,0.1415519238
TX,Foard County,33.9865825,-99.7678687,48155,1095,0,0,1336,0,0,1622,1,0.06165228113
TX,Fort Bend County,29.5692614,-95.8142885,48157,822779,2923,0.3552594318,585375,4487,0.7665171898,354452,4081,1.151354767
TX,Franklin County,40.0154745,-82.9931607,48159,10359,48,0.4633651897,10605,29,0.273455917,9458,37,0.3912032142
TX,Freestone County,31.7534889,-96.1526985,48161,19435,1330,6.8433239,19816,1354,6.832862333,17867,1349,7.550232272
TX,Frio County,28.831355,-99.1013498,48163,18385,2824,15.36034811,17217,3153,18.313295,16252,1970,12.12158504
TX,Gaines County,32.6987519,-102.7135121,48165,21598,40,0.1852023335,17526,20,0.1141161703,14467,25,0.1728070782
TX,Galveston County,29.3763499,-94.8520636,48167,350682,2443,0.6966425422,291309,1611,0.5530210189,250158,1275,0.5096778836
TX,Garza County,33.1955897,-101.2523792,48169,5816,1731,29.76272352,6461,1995,30.87757313,4872,371,7.614942529
TX,Gillespie County,30.314993,-98.9245343,48171,26725,45,0.1683816651,24837,6,0.02415750695,20814,10,0.04804458538
TX,Glasscock County,31.912308,-101.6157773,48173,1116,0,0,1226,0,0,1406,0,0
TX,Goliad County,28.5673709,-97.3516558,48175,7012,14,0.1996577296,7210,30,0.4160887656,6928,38,0.5484988453
TX,Gonzales County,29.4834878,-97.5247243,48177,19653,78,0.3968859716,19807,117,0.5907002575,18628,54,0.2898861928
TX,Gray County,35.3352558,-100.8903099,48179,21227,1388,6.538842041,22535,1445,6.412247615,22744,1436,6.313753078
TX,Grayson County,33.7062406,-96.663812,48181,135543,328,0.2419896269,120877,224,0.1853123423,110595,378,0.3417876034
TX,Gregg County,32.4892547,-94.8520636,48183,124239,542,0.4362559261,121730,801,0.6580136367,111379,745,0.6688873127
TX,Grimes County,30.4829853,-95.9832577,48185,29268,2515,8.593002597,26604,2736,10.28416779,23552,2508,10.64877717
TX,Guadalupe County,29.6477307,-97.87216,48187,172706,359,0.2078677058,131533,465,0.3535234504,89023,172,0.1932084967
TX,Hale County,32.7859102,-87.6186379,48189,32522,1564,4.809052334,36273,2097,5.78115954,36602,1651,4.510682476
TX,Hall County,34.30778,-83.804868,48191,2825,5,0.1769911504,3353,6,0.178944229,3782,6,0.1586462189
TX,Hamilton County,39.2355447,-84.564147,48193,8222,0,0,8517,17,0.1996007984,8229,12,0.1458257382
TX,Hansford County,36.3183749,-101.4339148,48195,5285,11,0.2081362346,5613,3,0.05344735436,5369,1,0.01862544235
TX,Hardeman County,35.1229172,-89.0179332,48197,3549,6,0.1690617075,4139,6,0.1449625513,4724,4,0.08467400508
TX,Hardin County,30.364764,-94.315422,48199,56231,8,0.0142270278,54635,0,0,48073,81,0.1684937491
TX,Harris County,29.7751825,-95.3102505,48201,4731145,12310,0.2601907149,4092459,15253,0.3727099038,3400578,13501,0.3970207418
TX,Harrison County,32.5539228,-94.315422,48203,68839,210,0.3050596319,65631,194,0.2955920221,62110,199,0.3203992916
TX,Hartley County,35.8647957,-102.5298028,48205,5382,771,14.32552954,6062,1333,21.98944243,5537,1344,24.27307206
TX,Haskell County,33.1403423,-99.8124935,48207,5416,463,8.548744461,5899,491,8.323444652,6093,7,0.1148859347
TX,Hays County,30.0537607,-98.0028892,48209,241067,776,0.3219022098,157107,647,0.4118212428,97589,800,0.8197645226
TX,Hemphill County,35.9022267,-100.3497895,48211,3382,13,0.3843879361,3807,4,0.1050696086,3351,1,0.02984183826
TX,Henderson County,32.1321367,-95.8142885,48213,82150,337,0.4102251978,78532,366,0.4660520552,73277,181,0.2470079288
TX,Hidalgo County,26.4656319,-98.2212979,48215,870781,4492,0.5158587521,774769,3449,0.4451649459,569463,3291,0.5779128758
TX,Hill County,32.0621768,-97.179026,48217,35874,110,0.3066287562,35089,139,0.3961355411,32321,80,0.2475170941
TX,Hockley County,33.6212592,-102.3463875,48219,21537,39,0.1810837164,22935,59,0.2572487465,22716,50,0.2201091742
TX,Hood County,32.4296296,-97.8286368,48221,61598,159,0.2581252638,51182,185,0.3614551991,41100,133,0.3236009732
TX,Hopkins County,33.2282942,-95.4777811,48223,36787,132,0.3588224101,35161,77,0.2189926339,31960,93,0.2909887359
TX,Houston County,32.4219655,-83.634843,48225,22066,2499,11.32511556,23732,2506,10.559582,23185,2438,10.51541945
TX,Howard County,39.2873463,-76.964306,48227,34860,4490,12.8800918,35012,5296,15.12624243,33627,3959,11.77327743
TX,Hudspeth County,31.5707433,-105.5943388,48229,3202,996,31.10555903,3476,86,2.47410817,3344,32,0.956937799
TX,Hunt County,33.1967938,-96.1526985,48231,99956,193,0.1930849574,86129,271,0.3146443126,76596,124,0.1618883493
TX,Hutchinson County,35.8031909,-101.4339148,48233,20617,45,0.2182664791,22150,93,0.4198645598,23857,32,0.1341325397
TX,Irion County,31.2557696,-100.8903099,48235,1513,0,0,1599,0,0,1771,0,0
TX,Jack County,33.2560382,-98.2212979,48237,8472,1042,12.299339,9044,1097,12.12958868,8763,1000,11.41161703
TX,Jackson County,38.9914998,-94.315422,48239,14988,45,0.3002401922,14075,62,0.4404973357,14391,59,0.4099784588
TX,Jasper County,32.491436,-81.0754657,48241,32980,587,1.779866586,35710,663,1.856622795,35604,632,1.775081452
TX,Jeff Davis County,30.750805,-104.1930918,48243,1996,0,0,2342,0,0,2207,0,0
TX,Jefferson County,39.5800298,-105.2662931,48245,256526,11365,4.43035014,252273,11863,4.702445367,252051,12221,4.848621906
TX,Jim Hogg County,26.995506,-98.7481167,48247,4838,34,0.7027697396,5300,16,0.3018867925,5281,3,0.05680742284
TX,Jim Wells County,27.7841718,-98.0465185,48249,38891,59,0.1517060502,40838,62,0.1518193839,39326,84,0.2135991456
TX,Johnson County,32.4133566,-97.3516558,48251,179927,2265,1.258843864,150934,1520,1.00706269,126811,1284,1.012530459
TX,Jones County,35.0306293,-77.3324425,48253,19663,5073,25.79972537,20202,4807,23.79467379,20785,4682,22.52586
TX,Karnes County,28.9089085,-97.87216,48255,14710,2929,19.91162475,14824,3159,21.31003778,15446,3358,21.74025638
TX,Kaufman County,32.5889211,-96.3089299,48257,145310,416,0.2862844952,103350,255,0.2467343977,71313,184,0.2580174723
TX,Kendall County,29.9603413,-98.7481167,48259,44279,119,0.2687504235,33410,31,0.09278659084,23743,27,0.1137177273
TX,Kenedy County,26.8697147,-97.6982272,48261,350,0,0,416,0,0,414,0,0
TX,Kent County,43.0097027,-85.520024,48263,753,0,0,808,0,0,859,0,0
TX,Kerr County,30.0945305,-99.456155,48265,52598,200,0.3802425948,49625,170,0.3425692695,43653,143,0.3275834421
TX,Kimble County,30.4338473,-99.8124935,48267,4286,9,0.2099860009,4607,10,0.2170609941,4468,14,0.3133393017
TX,King County,47.5480339,-121.9836029,48269,265,0,0,286,0,0,356,0,0
TX,Kinney County,29.2934865,-100.3497895,48271,3129,389,12.43208693,3598,332,9.227348527,3379,23,0.6806747558
TX,Kleberg County,27.4308339,-97.6982272,48273,31040,0,0,32061,120,0.3742865163,31549,136,0.4310754699
TX,Knox County,35.9874629,-83.9419784,48275,3353,3,0.08947211452,3719,11,0.2957784351,4253,13,0.3056665883
TX,Lamar County,33.75694,-95.6457951,48277,50088,120,0.2395783421,49793,148,0.2972305344,48499,186,0.3835130621
TX,Lamb County,34.1486153,-102.3463875,48279,13045,31,0.2376389421,13977,40,0.2861844459,14709,51,0.346726494
TX,Lampasas County,31.2737682,-98.2212979,48281,21627,44,0.203449392,19677,26,0.1321339635,17762,35,0.1970498818
TX,La Salle County,28.2758921,-99.1013498,48283,6664,1338,20.07803121,6886,1583,22.98867267,5866,551,9.393112854
TX,Lavaca County,29.3359054,-96.8350999,48285,20337,22,0.1081772139,19263,38,0.1972693765,19210,11,0.05726184279
TX,Lee County,26.6630286,-81.9534815,48287,17478,22,0.1258725255,16612,38,0.228750301,15657,400,2.554767835
TX,Leon County,30.4906177,-84.1857115,48289,15719,39,0.248107386,16801,27,0.16070472,15335,24,0.1565047277
TX,Liberty County,30.1633593,-94.8105955,48291,91628,4573,4.990832497,75643,4815,6.365427072,70154,4682,6.673888873
TX,Limestone County,34.7800072,-86.9423801,48293,22146,611,2.758963244,23384,1305,5.580738967,22051,902,4.090517437
TX,Lipscomb County,36.2464455,-100.3497895,48295,3059,9,0.2942137954,3302,4,0.1211387038,3057,1,0.03271180896
TX,Live Oak County,28.342294,-98.0465185,48297,11335,1350,11.91001323,11531,1013,8.785014309,12309,1436,11.66626046
TX,Llano County,30.692528,-98.7481167,48299,21243,0,0,19301,0,0,17044,17,0.09974184464
TX,Loving County,31.8883434,-103.6362715,48301,64,0,0,82,0,0,67,0,0
TX,Lubbock County,33.6753624,-101.7979613,48303,310639,2003,0.6447999124,278831,1893,0.6789058605,242628,1928,0.7946321117
TX,Lynn County,33.1446401,-101.7979613,48305,5596,35,0.6254467477,5915,42,0.7100591716,6550,12,0.1832061069
TX,McCulloch County,31.2016122,-99.2785583,48307,7630,23,0.3014416776,8283,19,0.2293854883,8205,9,0.1096892139
TX,McLennan County,31.5182285,-97.179026,48309,260579,1150,0.4413248957,234906,1184,0.5040313998,213517,797,0.3732723858
TX,McMullen County,28.3102323,-98.5721016,48311,600,0,0,707,0,0,851,0,0
TX,Madison County,38.9041402,-89.9253233,48313,13455,2306,17.13861018,13664,2355,17.23507026,12940,2710,20.94281298
TX,Marion County,29.2787765,-82.12784,48315,9725,16,0.1645244216,10546,65,0.6163474303,10941,21,0.1919385797
TX,Martin County,27.0804935,-80.4103957,48317,5237,5,0.09547450831,4799,7,0.1458637216,4746,8,0.1685630004
TX,Mason County,47.4251146,-123.1951376,48319,3953,7,0.1770806982,4012,3,0.07477567298,3738,0,0
TX,Matagorda County,28.8204837,-95.9832577,48321,36255,51,0.1406702524,36702,129,0.3514794834,37957,142,0.3741075427
TX,Maverick County,28.7410473,-100.3497895,48323,57887,316,0.5458911327,54258,879,1.620037598,47297,0,0
TX,Medina County,41.080133,-81.9534815,48325,50748,1805,3.556790415,46006,1882,4.090770769,39304,1342,3.414410747
TX,Menard County,40.0221361,-89.8130356,48327,1962,6,0.3058103976,2242,5,0.223015165,2360,4,0.1694915254
TX,Midland County,43.5750978,-84.3542049,48329,169983,318,0.1870775313,136872,364,0.2659419019,116009,268,0.2310165591
TX,Milam County,30.8092642,-96.9795011,48331,24754,117,0.4726508847,24757,86,0.3473764996,24238,44,0.1815331298
TX,Mills County,41.0624496,-95.6457951,48333,4456,31,0.6956912029,4936,4,0.08103727715,5151,7,0.1358959425
TX,Mitchell County,36.0277763,-82.1496049,48335,8990,2113,23.50389321,9403,2296,24.41773902,9698,2534,26.12909878
TX,Montague County,33.6460993,-97.6982272,48337,19965,41,0.2053593789,19719,51,0.258633805,19117,38,0.1987759586
TX,Montgomery County,39.1547426,-77.2405153,48339,620443,2502,0.4032602511,455746,1859,0.4079026475,293768,617,0.2100296833
TX,Moore County,35.3674493,-79.4703885,48341,21358,42,0.1966476262,21904,39,0.1780496713,20121,35,0.1739476169
TX,Morris County,40.8336038,-74.5463282,48343,11973,20,0.1670425123,12934,29,0.2242152466,13048,27,0.2069282649
TX,Motley County,34.1280332,-100.7097867,48345,1063,0,0,1210,0,0,1426,0,0
TX,Nacogdoches County,31.6353071,-94.645035,48347,64653,222,0.3433715373,64524,204,0.3161614283,59203,191,0.3226187862
TX,Navarro County,32.0991878,-96.4929797,48349,52624,197,0.374353907,47735,179,0.3749869069,45124,157,0.347930148
TX,Newton County,33.5544296,-83.8473015,48351,12217,15,0.1227797332,14445,666,4.6105919,15072,531,3.523089172
TX,Nolan County,32.3818737,-100.3497895,48353,14738,82,0.5563848555,15216,49,0.3220294427,15802,134,0.8479939248
TX,Nueces County,27.7693351,-97.4814163,48355,353178,1899,0.5376892105,340223,1719,0.5052568462,313645,1007,0.3210636229
TX,Ochiltree County,36.2921544,-100.8000051,48357,10015,10,0.09985022466,10223,18,0.1760735596,9006,20,0.2220741728
TX,Oldham County,38.3560025,-85.4788065,48359,1758,17,0.9670079636,2052,2,0.09746588694,2185,5,0.2288329519
TX,Orange County,33.7174708,-117.8311428,48361,84808,123,0.1450334874,81837,151,0.1845131175,84966,409,0.4813690182
TX,Palo Pinto County,32.7511956,-98.3104184,48363,28409,80,0.2816009011,28111,97,0.3450606524,27026,106,0.3922149042
TX,Panola County,32.1920035,-94.315422,48365,22491,42,0.1867413632,23796,54,0.2269288956,22756,52,0.2285111619
TX,Parker County,32.7415519,-97.87216,48367,148222,263,0.1774365479,116927,2357,2.015787628,88495,2261,2.554946607
TX,Parmer County,34.4604292,-102.7135121,48369,9869,20,0.2026547776,10269,26,0.2531892102,10016,14,0.1397763578
